"id","address","coordinates","phone","rating","restaurent","review_count","timestamp","zip_code"
"9YQAFztjRb1WdEr_kCBVAw","[{""S"":""199 Knickerbocker Ave""},{""S"":""Brooklyn, NY 11237""}]","40.7036972045898 , -73.9264450073242","(347) 406-9964","4.5","Mally's Deli & Grocery","48","03/03/2022, 22:37:40","11237"
"mPHPVJ2-8mOR-lFHafrc6w","[{""S"":""211 Dekalb Ave""},{""S"":""Brooklyn, NY 11205""}]","40.689722 , -73.971003","(929) 298-0209","4.5","Evelina","254","03/03/2022, 22:37:01","11205"
"MeQU-nGaQvX12VXYOyzavQ","[{""S"":""98 Ave  B""},{""S"":""New York, NY 10009""}]","40.72474 , -73.98161","(212) 995-2100","4.0","Gruppo","263","03/03/2022, 22:36:58","10009"
"DijUyfUGs6WoN4dp0_OANQ","[{""S"":""13 E 12th St""},{""S"":""New York, NY 10003""}]","40.73445 , -73.99337","(212) 328-0000","4.0","Strip House - Downtown","1034","03/03/2022, 22:36:40","10003"
"7FSuPGQTUxe-A2Km_SVTNQ","[{""S"":""1801 Astoria Blvd""},{""S"":""Astoria, NY 11102""}]","40.7724 , -73.92729","(718) 433-9680","4.5","Trattoria Ora","60","03/03/2022, 22:37:05","11102"
"Hlqadgkg87_ZJf2otxTNww","[{""S"":""25B Henry St""},{""S"":""New York, NY 10002""}]","40.7128944396973 , -73.9965591430664","(212) 608-8962","3.5","Jin Mei Dumpling House 津美锅贴","66","03/03/2022, 22:37:27","10002"
"vYLP5X5b7w9hskxeRkk9eA","[{""S"":""267 Centre Ave""},{""S"":""Secaucus, NJ 07094""}]","40.79216 , -74.06426","(201) 617-5100","4.5","Giovannis Deli","246","03/03/2022, 22:37:01","07094"
"rhCs1nF5KTNwx-4YeyoK3g","[{""S"":""3411 Broadway""},{""S"":""Astoria, NY 11106""}]","40.7607386113415 , -73.9223789038732","(347) 730-6573","4.0","Bartolino's Fine Italian Pizza","49","03/03/2022, 22:37:08","11106"
"dE_NbpR8bFmZVKNSPFZfUA","[{""S"":""309 E Houston""},{""S"":""New York, NY 10002""}]","40.7211848351606 , -73.983472726423","(929) 340-5133","4.5","Tramezzini NYC","132","03/03/2022, 22:36:59","10002"
"nXh79laNQ7leN92F5Ore-Q","[{""S"":""27 Rutgers St""},{""S"":""New York, NY 10002""}]","40.71293 , -73.98994","(646) 288-8434","4.0","Forever Taste","46","03/03/2022, 22:37:26","10002"
"n7wiN5Ergd_BSzBHVp8-SQ","[{""S"":""57 Lenox Ave""},{""S"":""New York, NY 10026""}]","40.8001 , -73.95143","(646) 882-0094","4.5","Los 3 Charros","16","03/03/2022, 22:37:42","10026"
"1uv9ZzO4_FSz1EBzZdFtZQ","[{""S"":""366 Union Ave""},{""S"":""New York, NY 11211""}]","40.71139 , -73.95103","(347) 763-1307","4.0","Chuy’s Cantina","46","03/03/2022, 22:37:40","11211"
"EPc0k8-R7mKhpDCJ3H7arg","[{""S"":""300 Clarendon St""},{""S"":""Secaucus, NJ 07094""}]","40.79508 , -74.06316","(201) 864-2243","4.5","Natoli's","300","03/03/2022, 22:37:01","07094"
"UAK1rAnP0Kz1s4ofQ7v0Cg","[{""S"":""18 W 45th St""},{""S"":""New York, NY 10036""}]","40.75580341727221 , -73.98057337631799","(845) 495-3559","4.0","Noodle Edition","28","03/03/2022, 22:37:24","10036"
"M1YYZ9cTVuMXLji_XF6rzg","[{""S"":""373 Park Ave S""},{""S"":""New York, NY 10016""}]","40.7422737 , -73.9846134","(212) 294-1000","3.5","Dos Caminos","1274","03/03/2022, 22:37:33","10016"
"qjCl34rJ0zVUHaZ1irb8FA","[{""S"":""94 Franklin St""},{""S"":""Brooklyn, NY 11222""}]","40.727876136419724 , -73.95699203025863","","5.0","Taqueria Ramirez","41","03/03/2022, 22:37:36","11222"
"VaL9GaBR_GR-q9d1VzJF3g","[{""S"":""24 Peck Slip""},{""S"":""New York, NY 10038""}]","40.70788 , -74.00194","(212) 766-2344","4.0","SUteiShi","545","03/03/2022, 22:37:10","10038"
"WJS06XxRdc6DD1s4LWE9HA","[{""S"":""55 Bond St""},{""S"":""New York, NY 10012""}]","40.7258 , -73.9927","(212) 677-2223","4.5","Fish Cheeks","959","03/03/2022, 22:36:32","10012"
"38VMh0KbFDmy0femXXof2w","[{""S"":""232 Broad Ave""},{""S"":""Palisades Park, NJ 07650""}]","40.84629 , -73.99845","(201) 944-7777","3.5","Son Ja Jang","182","03/03/2022, 22:37:26","07650"
"m6sYBuozGY1JhnHlBf1Bzg","[{""S"":""6 Bond St""},{""S"":""New York, NY 10012""}]","40.726934 , -73.994404","(212) 777-2500","4.0","BondST","1043","03/03/2022, 22:36:38","10012"
"u6q1s6c0H9wQwFUJJzAiOw","[{""S"":""20 Battery Pl""},{""S"":""New York, NY 10004""}]","40.7052055368065 , -74.0184892569177","(212) 528-2228","3.5","Gigino At Wagner Park","314","03/03/2022, 22:37:05","10004"
"q6ux26c-SfK-679y9lvVbw","[{""S"":""196 Lenox Ave""},{""S"":""New York, NY 10026""}]","40.80435 , -73.94766","(917) 492-4806","3.5","Settepani","254","03/03/2022, 22:37:04","10026"
"aJJlY5xvqS180wtRIHEWqA","[{""S"":""21 Bedford St""},{""S"":""New York, NY 10014""}]","40.72903 , -74.00357","(646) 861-0175","4.0","Cotenna","432","03/03/2022, 22:36:58","10014"
"Da1oyn2cByZpv_Ii34sEPQ","[{""S"":""30 Mall Dr W""},{""S"":""Jersey City, NJ 07310""}]","40.72605 , -74.03799","(201) 418-7986","4.0","Poke n' Ramen 360","38","03/03/2022, 22:37:17","07310"
"Nj4x1DEPDk2gCxm3h_AkKw","[{""S"":""886 5th Ave""},{""S"":""Brooklyn, NY 11232""}]","40.651542 , -74.003982","(718) 438-1608","3.5","Maria's Bistro Mexicano","261","03/03/2022, 22:37:42","11232"
"ku3TyaUBEkuQtQXKq80Zlg","[{""S"":""220 Canal St""},{""S"":""Ste A""},{""S"":""New York, NY 10013""}]","40.717346 , -73.9992751","(646) 454-0950","3.0","Sun Sai Gai Restaurant","248","03/03/2022, 22:37:24","10013"
"g2IUVjeIwx5x6x9u1cLS6w","[{""S"":""20 W 34th St""},{""S"":""New York, NY 10118""}]","40.748448 , -73.985669","(212) 736-3100","4.0","Empire State Building","2073","03/03/2022, 22:36:29","10118"
"5fUY5sq00VMPdb1SDJWBug","[{""S"":""189 Graham Ave""},{""S"":""Brooklyn, NY 11206""}]","40.70851 , -73.94356","(718) 302-4573","3.5","New Mexico Place","204","03/03/2022, 22:37:38","11206"
"bB8dHfAEJrF5tNcHr0yJjA","[{""S"":""34 Cooper Sq""},{""S"":""New York, NY 10003""}]","40.72822 , -73.99142","(212) 475-2989","4.0","Gyu-Kaku Japanese BBQ","1731","03/03/2022, 22:36:32","10003"
"bHGETjP_InKy0sIVHFgHyw","[{""S"":""402 East 78th St""},{""S"":""New York, NY 10075""}]","40.771269 , -73.952835","(212) 517-5340","4.0","Sushi of Gari","625","03/03/2022, 22:36:35","10075"
"G9SWgxH65OBQaJaE8dHkbw","[{""S"":""112 Eldridge St""},{""S"":""New York, NY 10002""}]","40.71816 , -73.99186","(212) 226-2801","4.5","Zest Ramen","289","03/03/2022, 22:37:10","10002"
"7_Dwf153h3_waVtmfYd8QQ","[{""S"":""98-108 Queens Blvd""},{""S"":""Rego Park, NY 11374""}]","40.7274381816387 , -73.8557088375092","(718) 268-8833","4.0","Grand Sichuan NY II","238","03/03/2022, 22:37:24","11374"
"znlol6dCKwjoXpZZwV_ZOg","[{""S"":""82 5th Ave""},{""S"":""Brooklyn, NY 11217""}]","40.680574 , -73.977879","(718) 622-8282","4.5","Nacho Macho Taco","214","03/03/2022, 22:37:36","11217"
"IdZ5DnGnAEXcmz2jZXGFiQ","[{""S"":""585 3rd Ave""},{""S"":""New York, NY 10016""}]","40.74836 , -73.97585","(212) 661-9288","3.5","Hiroshi Japanese Fusion","201","03/03/2022, 22:37:13","10016"
"rRqpAHvS-C5VKa3m-BfPYQ","[{""S"":""61-63 14th St""},{""S"":""Hoboken, NJ 07030""}]","40.752948 , -74.025637","(551) 203-2936","4.0","Shokudo","98","03/03/2022, 22:37:14","07030"
"PpxJsItHTF6sDAK6XnDJ9w","[{""S"":""211 E 14th St""},{""S"":""New York, NY 10003""}]","40.733163 , -73.986158","(212) 677-3123","4.0","Bite","632","03/03/2022, 22:36:40","10003"
"FRp1NwIyp6tkDU986cJkXQ","[{""S"":""75 Thompson St""},{""S"":""New York, NY 10012""}]","40.7246 , -74.0029799","(646) 781-9183","4.5","Piccola Cucina Estiatorio","174","03/03/2022, 22:37:00","10012"
"M8xnlKQOh0tl58LJCnPUVA","[{""S"":""1135 1st Ave""},{""S"":""New York, NY 10065""}]","40.7618025365842 , -73.9605525538847","(212) 861-7900","4.0","Ravagh Persian Grill","376","03/03/2022, 22:36:38","10065"
"WH1GI4cj44DxPiRWMG96bQ","[{""S"":""299 Broad Ave""},{""S"":""Leonia, NJ 07605""}]","40.861163 , -73.988058","(201) 482-4358","4.0","Nakahara Japanese Restaurant","134","03/03/2022, 22:37:16","07605"
"E5rmVdrCn-0uwD2M9nkXdw","[{""S"":""1392 Madison Ave""},{""S"":""New York, NY 10029""}]","40.7877696714384 , -73.9538384601474","(646) 707-0684","4.5","Da Capo","207","03/03/2022, 22:36:58","10029"
"1xYjdf59TWgcMgfdZyiVmg","[{""S"":""47 Market St""},{""S"":""New York, NY 10002""}]","40.7119773864126 , -73.9945523813367","(917) 946-1635","5.0","A-N-E Cafe","7","03/03/2022, 22:37:44","10002"
"Uz6JjH6oe_lkn6Nnx7nVPQ","[{""S"":""40-05 Broadway""},{""S"":""Astoria, NY 11103""}]","40.7589376398966 , -73.9187944941137","(718) 726-4200","4.0","Metro Taqueria","24","03/03/2022, 22:37:42","11103"
"YVfmHNQMFwOiS52niAQajA","[{""S"":""538 2nd Ave""},{""S"":""New York, NY 10016""}]","40.742016 , -73.977582","(646) 590-3575","4.5","Surreal Creamery","326","03/03/2022, 22:36:41","10016"
"7CVwzVYgNndEgWrFnVoQBA","[{""S"":""445 Albee Square W""},{""S"":""Brooklyn, NY 11201""}]","40.690879 , -73.982866","(929) 368-2763","3.0","Jianbing Company","54","03/03/2022, 22:37:29","11201"
"5S8ZK9XLdl4l645twbNYZQ","[{""S"":""1460 2nd Ave""},{""S"":""New York, NY 10075""}]","40.771522 , -73.956073","(212) 343-2227","4.0","Boqueria","829","03/03/2022, 22:36:32","10075"
"X8Hl9OezX-Yr9Jir3fsF7g","[{""S"":""310 2nd Ave""},{""S"":""New York, NY 10003""}]","40.73483 , -73.98282","(212) 716-1200","4.0","Posto","632","03/03/2022, 22:36:41","10003"
"8a_ci8y-96SjvdaK3eIoSw","[{""S"":""36-11 Ditmars Blvd""},{""S"":""Queens, NY 11105""}]","40.77426 , -73.90761","(718) 204-9120","4.5","Dragon And Phoenix","9","03/03/2022, 22:37:29","11105"
"juULANORQ2onWkEvSMjlaw","[{""S"":""1089 2nd Ave""},{""S"":""New York, NY 10022""}]","40.75967 , -73.96525","(212) 546-9316","3.5","Al Horno Lean Mexican Kitchen","134","03/03/2022, 22:37:36","10022"
"6NqCJcJvYEdvjI2e0mH0Yw","[{""S"":""507 Palisade Ave""},{""S"":""Jersey City, NJ 07307""}]","40.74597 , -74.04337","(201) 420-6290","4.0","Corto","212","03/03/2022, 22:37:02","07307"
"AFt1Qcec4_JNr6PWpkRYyw","[{""S"":""335 Flatbush Ave""},{""S"":""Brooklyn, NY 11217""}]","40.677786 , -73.972591","(347) 627-6027","4.5","Sushi Lin","294","03/03/2022, 22:37:11","11217"
"P6lp4sbzK29yQAMnEqe9dA","[{""S"":""11 Barrow St""},{""S"":""New York, NY 10014""}]","40.7325636 , -74.0024582","(212) 675-7775","3.5","Rockmeisha","184","03/03/2022, 22:37:14","10014"
"kdBM_FLfYU92BeiRfeCisw","[{""S"":""396 6th Ave""},{""S"":""Brooklyn, NY 11215""}]","40.6694419 , -73.983094","(718) 369-0849","3.5","Haab","182","03/03/2022, 22:37:41","11215"
"wpT1QU7PSQgQQ1DkzI00JA","[{""S"":""164 E 56th St""},{""S"":""New York, NY 10022""}]","40.759641 , -73.9685558","(646) 767-0029","4.0","Izakaya Toribar","113","03/03/2022, 22:37:10","10022"
"u5V6wQQv3e4BmbyzUDYLNQ","[{""S"":""43-46 42nd St""},{""S"":""Sunnyside, NY 11104""}]","40.7441219 , -73.9224056","(718) 729-8253","4.0","Takesushi","380","03/03/2022, 22:37:10","11104"
"vj-kTW34lV2ePesZRUUy0Q","[{""S"":""55 Grove St""},{""S"":""New York, NY 10014""}]","40.733207 , -74.0035415","(917) 359-3254","4.5","Taqueria Mariposa Rosa","7","03/03/2022, 22:37:45","10014"
"TQEajJ-kahYPOToGZIyyaA","[{""S"":""20 E 76th St""},{""S"":""New York, NY 10021""}]","40.77444 , -73.96396","(212) 772-2600","4.0","Cafe Boulud","728","03/03/2022, 22:36:34","10021"
"vQKwk9tZZrdFQ4KiYggfjQ","[{""S"":""42-13 102nd St""},{""S"":""Corona, NY 11368""}]","40.7474932045277 , -73.8629732390564","(718) 779-7898","4.5","La Espiga Restaurant","18","03/03/2022, 22:37:43","11368"
"96D85AGxI37JNnveZbC6CA","[{""S"":""6014 Park Ave""},{""S"":""West New York, NJ 07093""}]","40.7858 , -74.00865","(201) 869-6911","3.5","Foliage Garden","54","03/03/2022, 22:37:26","07093"
"wxinBSmutHlOpsSAWu-lOw","[{""S"":""445 Albee Square W""},{""S"":""Brooklyn, NY 11201""}]","40.691126 , -73.9825963","(929) 359-6555","3.0","Dekalb Taco","48","03/03/2022, 22:37:45","11201"
"ogCC-lJJYnwXDvKGmKZ6Sw","[{""S"":""12 W 32nd St""},{""S"":""New York, NY 10001""}]","40.74747 , -73.98648","(212) 244-1115","4.0","Woorijip","2719","03/03/2022, 22:36:29","10001"
"FnWeS2HRGvDimOHMHRHOsw","[{""S"":""6308 Broadway""},{""S"":""Woodside, NY 11377""}]","40.74965 , -73.89898","(718) 651-6571","3.5","Number 1 Chinese Restaurant","39","03/03/2022, 22:37:29","11377"
"4PG9npz7q_LP2H5LfDjWig","[{""S"":""221 Prospect Park W""},{""S"":""Brooklyn, NY 11215""}]","40.660046 , -73.980313","(718) 832-1795","3.5","Number One Garden Chinese","61","03/03/2022, 22:37:30","11215"
"NyFXsvNhwCwkqVfmCU5LJw","[{""S"":""48 1/2 E 7th St""},{""S"":""New York, NY 10003""}]","40.7277 , -73.98768","(646) 476-3865","4.0","Van Leeuwen Ice Cream","993","03/03/2022, 22:36:35","10003"
"NwsJoefGn_TXHIOp4qjK0g","[{""S"":""37-35 Vernon Blvd""},{""S"":""Long Island City, NY 11101""}]","40.75966 , -73.94356","(929) 575-2446","4.5","Uno Mas","7","03/03/2022, 22:37:43","11101"
"YsDmYRzJo3kiwZvIe1r0Fg","[{""S"":""320 Amsterdam Ave""},{""S"":""New York, NY 10023""}]","40.78075 , -73.98032","(212) 712-0777","3.5","Playa Betty’s","853","03/03/2022, 22:37:34","10023"
"ED91L2kUw_pwF_Pd1ZdViQ","[{""S"":""718 Amsterdam Ave""},{""S"":""New York, NY 10025""}]","40.793432 , -73.971356","(212) 247-4505","4.0","Rancho Tequileria","80","03/03/2022, 22:37:36","10025"
"xWLSJOiN1mMRHmBmHyjAfw","[{""S"":""5 E 38th St""},{""S"":""New York, NY 10016""}]","40.75098 , -73.98181","(646) 998-5722","4.0","Mad Dog & Beans Mexican Cantina","566","03/03/2022, 22:37:33","10016"
"y-c0jyeEoCotVLPrT8iI7A","[{""S"":""714 Knickerbocker Ave""},{""S"":""Bushwick, NY 11221""}]","40.6942395539858 , -73.9105729000734","(718) 919-2542","3.5","Chen Yuan Chinese Food","17","03/03/2022, 22:37:32","11221"
"jnEv25Y2DosTq2sNnvmC9g","[{""S"":""75 9th Ave""},{""S"":""New York, NY 10011""}]","40.7425547 , -74.0060838","","4.5","Los Tacos No.1","3319","03/03/2022, 22:36:28","10011"
"Lesv5BG0_0-8bB49cAjMkg","[{""S"":""603 Crescent Ave""},{""S"":""Bronx, NY 10458""}]","40.85372 , -73.88834","(718) 733-9503","4.0","Roberto's","273","03/03/2022, 22:37:08","10458"
"dYWjNK07igws9jFNgQmhng","[{""S"":""9 E 18th St""},{""S"":""New York, NY 10003""}]","40.7382067602025 , -73.99086362045325","(212) 533-3350","3.5","Rosa Mexicano","1544","03/03/2022, 22:36:41","10003"
"B8wHwGZCddRZ_T953FApxQ","[{""S"":""55 W 19th St""},{""S"":""New York, NY 10011""}]","40.740322 , -73.99379","(917) 261-5538","4.0","Maki Kosaka","69","03/03/2022, 22:37:13","10011"
"ubNySbvyISy8q3oy9tsJaA","[{""S"":""200 5th Ave""},{""S"":""New York, NY 10010""}]","40.7421891564824 , -73.9898860988724","(212) 229-2560","3.5","il Pesce at Eataly Flatiron","116","03/03/2022, 22:37:05","10010"
"bJQZKARP-Xn2AEqNNMe9OA","[{""S"":""1 Washington Sq E""},{""S"":""New York, NY 10011""}]","40.7307873410831 , -73.997597694397","","4.5","Washington Square Park","576","03/03/2022, 22:36:36","10011"
"M4pCWzdBCkp2g_d834a7Hw","[{""S"":""78 Rivington St""},{""S"":""New York, NY 10002""}]","40.7204716 , -73.9893263","(212) 420-7700","4.0","Sauce","866","03/03/2022, 22:36:57","10002"
"b46yXCppjKNXgOt86AF-pQ","[{""S"":""1159 3rd Ave""},{""S"":""New York, NY 10065""}]","40.76686 , -73.96249","(212) 535-3800","4.5","Jardino Restaurant","123","03/03/2022, 22:36:56","10065"
"wtHvdNN_-O8D8t_04eyuPA","[{""S"":""88 Fulton St""},{""S"":""New York, NY 10038""}]","40.709792012435 , -74.0018463134766","(212) 766-0821","2.0","Asian Wok","42","03/03/2022, 22:37:32","10038"
"5W89QQZqPJazBS80anuu3Q","[{""S"":""5406 Park Ave""},{""S"":""West New York, NJ 07093""}]","40.782309671353566 , -74.0121529339152","(201) 325-8888","3.5","Wah Yoan Restaurant","22","03/03/2022, 22:37:29","07093"
"C0uaRMiXCCtjXdQSZhaU_A","[{""S"":""525 Washington Blvd""},{""S"":""Ste B""},{""S"":""Jersey City, NJ 07310""}]","40.726902 , -74.035549","","4.0","Chinah","67","03/03/2022, 22:37:26","07310"
"1nQZbtmjODUgPm-QQdKrhA","[{""S"":""35 Box St""},{""S"":""Brooklyn, NY 11222""}]","40.73749 , -73.95474","(718) 389-0160","3.5","Milk And Roses","409","03/03/2022, 22:36:58","11222"
"mk3UxnO9MQlJMsr_mMG9yQ","[{""S"":""28 Carmine St""},{""S"":""New York, NY 10014""}]","40.73012 , -74.00275","(212) 463-9653","4.0","Numero 28 Pizzeria - West Village","481","03/03/2022, 22:36:58","10014"
"e3JALGueMcc2eLXRK8HPNQ","[{""S"":""282 Flatbush Ave""},{""S"":""Brooklyn, NY 11217""}]","40.6784417729132 , -73.9734394269355","(718) 230-1381","4.5","Ki Sushi","221","03/03/2022, 22:37:12","11217"
"RTFIMX31BPeZzx7kJJ1SCA","[{""S"":""529 Hudson St""},{""S"":""New York, NY 10014""}]","40.7342 , -74.00652","(212) 792-9700","3.5","RedFarm","701","03/03/2022, 22:37:21","10014"
"eQKYZWnBjPUjINAnFmrmbA","[{""S"":""10 Port Imperial Blvd""},{""S"":""West NY, NJ 07093""}]","40.780256660398166 , -74.00964009995252","(201) 866-7790","2.5","P.F. Chang's","514","03/03/2022, 22:37:23","07093"
"JXCiSk6ZbczHXZ9kfBEsOA","[{""S"":""1274 1st Ave""},{""S"":""New York, NY 10065""}]","40.765414 , -73.957324","(212) 472-8480","3.0","1st Ave Gourmet","46","03/03/2022, 22:37:17","10065"
"0GftSP2dRwEzujkv2VKIgA","[{""S"":""11 Mott St""},{""S"":""New York, NY 10013""}]","40.7140555 , -73.9988387116394","(917) 388-3627","4.0","Wok Wok Southeast Asian Kitchen","1087","03/03/2022, 22:37:21","10013"
"d7LM2UaxRQachlWhZGP_tg","[{""S"":""127 Mulberry St""},{""S"":""New York, NY 10013""}]","40.718179080217 , -73.9979933232788","(212) 431-4080","3.0","Casa Bella Restaurant","557","03/03/2022, 22:37:04","10013"
"hdBhZcdZGHkTESrldAObJg","[{""S"":""308 Willis Ave""},{""S"":""Bronx, NY 10454""}]","40.810552 , -73.92142","(718) 292-0235","4.5","La Morada","170","03/03/2022, 22:37:35","10454"
"cOXYWZ_GTX-_ue_kveguRg","[{""S"":""170 Smith St""},{""S"":""Brooklyn, NY 11201""}]","40.68594 , -73.991274","(917) 909-1248","3.5","SSAM","449","03/03/2022, 22:37:14","11201"
"8uuMkezIN1c8zGEWkaMRqg","[{""S"":""136 Church St""},{""S"":""New York, NY 10007""}]","40.714282 , -74.008675","","4.5","Los Tacos No. 1","275","03/03/2022, 22:37:34","10007"
"aTzxrI2o3vH_HQkqeFszzg","[{""S"":""207 10th Ave""},{""S"":""New York, NY 10011""}]","40.74731 , -74.00467","(646) 398-9770","4.0","Juban","212","03/03/2022, 22:37:12","10011"
"muX5xoh3aOleCrSja_T_FA","[{""S"":""700 Clinton St""},{""S"":""Hoboken, NJ 07030""}]","40.74571 , -74.03346","(201) 345-5980","4.5","IL Tavolo di’ Palmisano","150","03/03/2022, 22:37:02","07030"
"oD0mN9vXuc1gFRyw1CG-Pw","[{""S"":""57 4th Ave""},{""S"":""Brooklyn, NY 11217""}]","40.68257 , -73.97927","(718) 638-1898","4.0","New China Wok Chinese Kitchen","29","03/03/2022, 22:37:29","11217"
"BlzlywklvYdek5uk_NCX9g","[{""S"":""545 Lorimer St""},{""S"":""Brooklyn, NY 11211""}]","40.7131652 , -73.9494479","(718) 486-0200","4.0","Suzume","335","03/03/2022, 22:37:12","11211"
"UjzSeETESWzramhdOdWKKQ","[{""S"":""1034 Amsterdam Ave""},{""S"":""New York, NY 10025""}]","40.8035073 , -73.9636591","(646) 590-0577","4.0","Tartina","295","03/03/2022, 22:37:01","10025"
"SYQwo6Ikr38GqwKEHuDIpQ","[{""S"":""286 1st Ave""},{""S"":""New York, NY 10009""}]","40.7330421185935 , -73.980989886948","(212) 228-1915","2.5","Chipotle Mexican Grill","50","03/03/2022, 22:37:45","10009"
"XoJwcOxazBKvWikQCATS-w","[{""S"":""103 Christopher Columbus Dr""},{""S"":""Jersey City, NJ 07302""}]","40.71946 , -74.04346","(201) 333-7156","4.0","East Flour","206","03/03/2022, 22:37:23","07302"
"Hv_jHNuw63oO-jtNXuWDVQ","[{""S"":""65 Carmine St""},{""S"":""New York, NY 10014""}]","40.7297584 , -74.0046303","(212) 242-1200","4.0","Spunto","452","03/03/2022, 22:36:58","10014"
"oyyubJoK0VZ2V3a5sVJULg","[{""S"":""226 W 50th St""},{""S"":""New York, NY 10019""}]","40.76174 , -73.98503","(212) 258-2988","4.0","Natsumi","895","03/03/2022, 22:36:35","10019"
"'-FSwYW_xV__5KHTIc56B0Q","[{""S"":""29-21 23rd Ave""},{""S"":""Astoria, NY 11105""}]","40.774743 , -73.913172","(718) 606-8508","3.5","Rice K","115","03/03/2022, 22:37:24","11105"
"7WY5zWUb7NajX7JW3t9W6Q","[{""S"":""595 River Rd""},{""S"":""Mitsuwa Market""},{""S"":""Edgewater, NJ 07020""}]","40.816071876588516 , -73.98005427285706","(201) 941-9113","4.0","Tsujita","53","03/03/2022, 22:37:17","07020"
"FcHVRbMcYY-D1Glzwo3ofA","[{""S"":""179 5th Ave""},{""S"":""Brooklyn, NY 11217""}]","40.677216 , -73.979754","","4.5","Mr. Bao","111","03/03/2022, 22:37:24","11217"
"nJh1ioLcN6XBQEstR6x9yw","[{""S"":""46-18 Vernon Blvd""},{""S"":""Long Island City, NY 11101""}]","40.74633 , -73.95319","(718) 255-6260","4.5","Dai Hachi Sushi","227","03/03/2022, 22:36:41","11101"
"'-nPeW0rcWT9I3JBzo1_eWw","[{""S"":""4904 Bergenline Ave""},{""S"":""Union City, NJ 07087""}]","40.78234 , -74.02089","(201) 863-8303","3.0","Chopsticks Chinese Restaurant","25","03/03/2022, 22:37:31","07087"
"zash7ih8QWBk3Kl3AAeyCQ","[{""S"":""117 E 7th St""},{""S"":""New York, NY 10009""}]","40.726629 , -73.984279","(646) 370-5211","4.0","Los Tacos NYC","29","03/03/2022, 22:37:40","10009"
"bGOZTD9O00OkVA1Pkt3OuQ","[{""S"":""689 9th Ave""},{""S"":""New York, NY 10036""}]","40.762 , -73.99041","(212) 245-0800","3.5","A A Jing","292","03/03/2022, 22:37:12","10036"
"Brs_MJhAXe60iMnlpeqkKA","[{""S"":""218 E 9th St""},{""S"":""New York, NY 10003""}]","40.72965099486931 , -73.98853995116153","(646) 596-8027","4.0","Yakiniku West","711","03/03/2022, 22:37:09","10003"
"pPcvrJL27P4Q4oZaJ946QA","[{""S"":""535 8th Ave""},{""S"":""New York, NY 10018""}]","40.75395 , -73.99242","(212) 629-9708","2.5","Osaka","71","03/03/2022, 22:37:18","10018"
"hxJxybl8V752Uz9r50I41g","[{""S"":""119 Court St""},{""S"":""Brooklyn, NY 11201""}]","40.69042 , -73.99176","","4.5","Taqueria Al Pastor","15","03/03/2022, 22:37:44","11201"
"0iqdoMOtNv6pq0lo5J4TBA","[{""S"":""270 Broad Ave""},{""S"":""Palisades Park, NJ 07650""}]","40.847666 , -73.9978125","(201) 592-8993","4.0","Te Min Quan","143","03/03/2022, 22:37:25","07650"
"VmdyRRMtUXOWV7F7w0ImwQ","[{""S"":""106 E 60th St""},{""S"":""New York, NY 10022""}]","40.763174 , -73.969046","(646) 707-3997","4.5","Piccola Cucina Uptown","164","03/03/2022, 22:36:56","10022"
"mykhv_-D5kREsbwCjeB1AA","[{""S"":""1224 Anderson Ave""},{""S"":""Fort Lee, NJ 07024""}]","40.83981 , -73.98118","(201) 886-1367","4.5","Los Compadres","178","03/03/2022, 22:37:36","07024"
"qY1o1MhoRyN84RRhUJtvpQ","[{""S"":""17 E 31st St""},{""S"":""New York, NY 10016""}]","40.7462615966797 , -73.984733581543","(212) 779-9990","4.5","Her Name Is Han","1452","03/03/2022, 22:36:29","10016"
"C-V8rvmamxMzu7EoQkcFrg","[{""S"":""77 Fulton St""},{""S"":""New York, NY 10038""}]","40.70915951755881 , -74.00489524170528","(212) 693-9030","4.0","Keste Wall Street","220","03/03/2022, 22:37:02","10038"
"Ys9iYSjuFDpZj7B1X07v5g","[{""S"":""260 W 35th St""},{""S"":""New York, NY 10001""}]","40.75255 , -73.99249","(212) 279-1124","4.5","Liberty Bagels Midtown","821","03/03/2022, 22:36:30","10001"
"u9xVzV1OZC5pwtUgaHLM-A","[{""S"":""209 E 117th St""},{""S"":""New York, NY 10035""}]","40.798538 , -73.938805","(646) 649-4795","4.5","El Kallejon","316","03/03/2022, 22:37:34","10035"
"HoU-pi4U4EK-AwkTxNCAEg","[{""S"":""57th St & 8th Ave""},{""S"":""New York, NY 10019""}]","40.7689469190942 , -73.9824067136363","","4.0","Lisa's Dumplings","80","03/03/2022, 22:37:23","10019"
"GeL6wGdzhdEhuIFQau3ocQ","[{""S"":""95 7th Ave S""},{""S"":""New York, NY 10014""}]","40.7330017 , -74.002915","(212) 255-1980","3.5","Taqueria Meza","285","03/03/2022, 22:37:36","10014"
"Dj_ItL2pHLlOAUZ2oQBS8w","[{""S"":""54 E Broadway""},{""S"":""New York, NY 10002""}]","40.713813 , -73.995506","(212) 226-0969","4.0","Happy Garden Palace","17","03/03/2022, 22:37:29","10002"
"OM0B1aDTs7uLWuvPikDIVg","[{""S"":""299 7th Ave""},{""S"":""Brooklyn, NY 11215""}]","40.66772 , -73.9807","(718) 499-9881","3.5","Happy Fresh Tortillas Grill","68","03/03/2022, 22:37:44","11215"
